,Unnamed: 0,name,message
3949,3949,신나연,진짜 칙칙폭폭은 좀 그만해주면 안되나
3950,3950,리플,drx팬은 오늘도 운다
3951,3951,고화곤,그게뭔데
3952,3952,김꺼추,88848
3953,3953,팃트,지금부터 88848 채팅치시는분들 전부 otp따서 인터폴에 수사의뢰 요청합니다 자중해주세요 
3954,3954,_ Kimsan,젠지팬도 쵸비팬도 아니고 그냥 분탕임 쟤들은 안가리고 다 욕함 어그로 끌려주지 마
3955,3955,이충희,티갈들 또 분탕날조 시작~
3956,3956,외바늘조사,채팅좀 매너 있게 해라 이것들아 언제 사람될래?
3957,3957,최현일,씨맥은 거품이 맞다 ㅇㅇ
3958,3958,Kiyoung Jeong,근데 그 롤드컵 아나운서는 안 나오냐
3959,3959,q123qz,태윤은 아지르궁 언제 피할줄아냐
3960,3960,t t n,와
3961,3961,권선영,88848 쵸비 욕하지마라 매번 국제전가는것도 능력이야
3962,3962,yb,커즈 뭘해도지네 어카냐 ㅋㅋ 팀이 답이없다
3963,3963,강우직,담원탑이 ㄴㄱ임?
3964,3964,여누,배혜지아나 KBS아나운서랑 결혼 했을걸?
3965,3965,영준 안,?
3966,3966,전진,?
3967,3967,조준영,씨맥<또 증명 실패한거같으면 개추 뿅뿅 ㅋㅋ
3968,3968,유종석,나 사람이당
3969,3969,딱딱이,이번팀 룰러 선발인가요?
3970,3970,송종욱,?
3971,3971,T2R,도란 아냐 ?
3972,3972,yC,뚱 러 
3973,3973,UK S,?
3974,3974,재원,룰 러
3975,3975,지나가는사람,배혜지 저런 화장 별론디
3976,3976,이름,?
3977,3977,킷캣,이왜딜?
3978,3978,startree,?
3979,3979,Steve Un,?
3980,3980,고3현역,????
3981,3981,한라봉,8
3982,3982,다간왕,티젠의 대악마는 한화밖에 없네
3983,3983,통새우만두,롤 주 머 니
3984,3984,ᄋᄋᄋ,?
3985,3985,mh,딜라칸
3986,3986,어 이,오 딜라?
3987,3987,생산직사원,형들 담경기 보기전까지 잠깐 폰겜 정육점을 털어라 해보세요 개꿀잼임 ㅋㅋㅋ
3988,3988,pdx3,음?
3989,3989,Sora_Kr,???????
3990,3990,정수빈,오 인스타 업로드 ㅋㅋㅋ
3991,3991,이이,???
3992,3992,영하(아님),??
3993,3993,정의준,도구가 받는건 좀
3994,3994,김현우,ㅇㅈ
3995,3995,ᄋᄌ,저라뎃 닮은듯
3996,3996,기묘한나그네,히익 떄리지 마세요
3997,3997,cgs567v,와 바텀이 바이퍼 룰러네요
3998,3998,바아람,?
3999,3999,ㅎㅇㅎㅇㅈㅎ,오
4000,4000,LEO Lee,도런겉은데
4001,4001,s usa,금빛성광 단 쵸지 는 다르지 
4002,4002,H J,뒷텔와드도르로 받은듯?
4003,4003,zzzzzzxzz,도란이 아니라고?
4004,4004,memory,배혜지는 맨날 감탄사 밖에 할줄 모름
4005,4005,BuSanLee,티젠 둘다 팬 수준같지
4006,4006,이화윤 전정월,속상해하지마셈우리나라다슬픔
4007,4007,권이,쵸비가 그렇게 해줬는데도 월즈 못먹은거보면 도피딜이 답없는건 맞지 뭔 젠지팬을 욕하고있네 ㅋㅋ; 
4008,4008,강민석,에휴 롤알못들 ? 치고있네 ㅋㅋㅋ
4009,4009,강현호,페이즈피셜 국내 라칸 제일잘하는 서폿 그것은 뚱러
4010,4010,헤르츠,바텀이 바이퍼 룰러 ㄷㄷ
4011,4011,음음,뚱러 폼 미쳐따
4012,4012,ㅁㄴㅇㅁㄴㅇ,룰러 언제 서포터로 포변함?
4013,4013,jihyo,88848
4014,4014,박부곡국국,너무나~~
4015,4015,멀쳐눌러보냐,딜라이트 시야점수 2배였다 레알 혼자 다했다 롤알못들아:face-blue-wide-eyes:
4016,4016,ᄃᄋ,저래봤자 국제전무관 ㄷㄷ
4017,4017,Lifestyle ,살찐 룰러
4018,4018,dkfj,이게 어케 바이퍼냐?
4019,4019,정인수,티원젠지 둘다 팬수준은 역겹긴하지
4020,4020,Seob,제카는 좀;
4021,4021,낙화유수,4표 ㄷㄷ
4022,4022,h2ph0 pch1cker,88룰88 아니냐 ㅋㅋ?
4023,4023,김동혁,도란은 ㅈㄹ
4024,4024,Integral DENEB,누가받는 애매하긴 해서 그런가
4025,4025,상준,박빙이었네 원딜3표에
4026,4026,so pa,도란이0표네;;
4027,4027,Main,공허유충 ㅋㅋㅋㅋ
4028,4028,JIHUN KIM,와 엄청 갈렷네 
4029,4029,moddipu,라칸 6연승이네
4030,4030,Jc,탑이 0표라고??
4031,4031,불꽃남자이예준,흠 그래도
4032,4032,김태연,역시 미디어
4033,4033,1 2,결국 리그는 젠지우승인데 티원은 롤드컵보자
4034,4034,쫑이,제발 칙칙폭폭 이딴거좀 없애줘 소원이야 부탁이야 제발
4035,4035,Kiri Lee,솔직히 도란 피넛 제카 바이퍼 다 못해서 pog 딜라이트 준거야 실전에서 광동한테 털리는게 말이 되냐? -_-
4036,4036,뻔랭윤,탑이 없네 ㅋㅋ
4037,4037,ggsasaf sssd,1557
4038,4038,ZoZo,미디어는 3인큐임? ㅋㅋ
4039,4039,콩이,응우옌은 왜 표 뽑음 ?
4040,4040,랙돌은랙돌랙돌,크 젠지
4041,4041,jihun,개똥란
4042,4042,Coke Mania,88848 VS 1557
4043,4043,박인호,난 도란이 젤 잘한거같은데
4044,4044,Young Cho,불독 ㅋㅋ
4045,4045,가오리,젠지 중국 지지 발언 보다는....
4046,4046,소호,오늘 저녁은 유부초밥먹어야겠노
4047,4047,체쥬,근데 미드 서폿 표 동률이면 POG 1명 주는거 뭐가 기준임??
4048,4048,흐에,룰러다 ㄷㄷ
4049,4049,N의 망상,칼부가 받아야 맞지 싶다
4050,4050,디오,유부 초밥
4051,4051,밍,쟨 진짜 불독처럼 생겼다;;
4052,4052,최규빈,오늘 광동 경겨력 어땟음?
4053,4053,이선우,뚱 러
4054,4054,밥콩,한화는 팬이 있음?
4055,4055,김윤민,광동 대진 시작이 너무 힘드넹
4056,4056,동김동동,젠지팬들 아나운서 욕 그만하세요
4057,4057,OOD G,매번 국제전 가는 것도 대단한 거고 우승한 것도 대단한건데 니네가 간거임? ㅋㅋ
4058,4058,도미노피자,제발 이상한 응원 멈춰줘 ㅜㅜㅜㅜ lck 방송담당자 댓글 여론 모니터링은 하고 있니?
4059,4059,성춘식,승점자판기ㅋㄱㅋ
4060,4060,토끼,생각보다 한화가 힘들게 이기는 거 같음ㅠㅠ
4061,4061,융합마법발동,1557특 쵸비는 가보지도 못하는 MSI에서 나온기록
4062,4062,ㅁㄴㅇㅁㄴㅇㅁㄴㅇ,광동 감독이 그 사람이라 잘하기 힘듦
4063,4063,이민영,씨맥
4064,4064,HeeMyung Rho,인종차별자들 채팅은 왜 안막는지 모르겠네;;
4065,4065,치훔쿤,레드 사이드가 승률 더 좋음
4066,4066,두부집효녀,우틀안?
4067,4067,민호 김,그냥 씨맥이 나가야됨
4068,4068,w L,정명훈이 저깄네
4069,4069,하얀토끼,칙칙폭폭 한화생명 칙칙폭폭 한화생명 1승더 1승더 드가쟈
4070,4070,yb,우틀않 시즌2
4071,4071,송유성,감독 씨맥이라 무조건 우틀않나옴
4072,4072,Tegi,광동 우틀안 시전ㅋㅋ
4073,4073,Chris,대황슼갈을 무시하지 마라
4074,4074,조현준,우리 대황슼 외의 팀들은 해체해야한다고 생각한다 수준미달팀들
4075,4075,Kk_nn,우찬아 ㅜㅜ 작년만해도 큰물에서 놀았는에
4076,4076,HERESY,잘하는데
4077,4077,괜찮아쓰담쓰담,무지성 팬들이 문제네
4078,4078,강신익,씨맥 ㅋㅋㅋ
4079,4079,해피겜,근데 한화는 슈퍼팀치고 경기력이 별론데
4080,4080,오유석,광프동릭스 보여줘라
4081,4081,로얄클래시,듣보잡 놈들끼리 붙네 이게 재밌냐?
4082,4082,힙스터,씨맥 오늘 지면 경질인거냐?
4083,4083,큼왕국,우틀안이 뭐임
4084,4084,이상준,씨맥이 정글 티모하면 이길듯
4085,4085,이승찬,광동은 판단력이 넘 아쉬운거 같습니다 
4086,4086,강우직,티원팬인데 얘네 ㅈ밥대전 왜보냐ㅋ
4087,4087,닛끔,솔직히 방금판 이길만햇음 후반에 집중력 떨어져서 헛짓거리하다 박살난거지
4088,4088,이화윤 전정월,이번에는 진짜이겨라 제데로욕먹지말고
4089,4089,FlFA,크산테가자
4090,4090,ooo,슼갈 여러분 아무리 젠지팬들이 중국인이어도 혐오를 멈춰주세옹 ㅠㅠ
4091,4091,고영수,한국애들은 쳇팅을 막아도 됨
4092,4092,아니아니,두산테
4093,4093,김동현,광동 가즈아~
4094,4094,ᄋᄌ,광동 흥하자
4095,4095,다간왕,불독 머리 과관이네진짜 ㅋㅋ
4096,4096,Main,?
4097,4097,노루,빨리 킅 vs 딮기나 보자
4098,4098,Jucy,"왕호 귀엽다,,,ㅠㅠ"
4099,4099,김흰둥이,ㅠ 커즈 힘들어보이네
4100,4100,멍뭉,페이커 대악마는 쵸비밖에 없는건 맞지않나.. 페이커가 중국팀 미드들은 다 개발랐는데
4101,4101,ᄋᄋᄋ,아니 근데 진짜 솔직히 이번판 태윤이 더 잘했는데 바이퍼 3표 머노..
4102,4102,jaeyoon Lim,정글 티모 ㄱㄱ
4103,4103,abcde,슈퍼팀이면 뭐 맨날 경기력 좋냐 ㅋㅋ 그럼 대퍼팀 kt가 롤드컵도 우승했겠지
4104,4104,현승,우두르각인데
4105,4105,우타,우리는 틀리지 않았다
4106,4106,huuunn,오늘 김동준 해설위원님 나오셧나요?
